rand_index,pmid,title,abstract,journal,classification
0.770294136,31360765,Unconventional quantum optics in topological waveguide QED,"Topological one-dimensional photons induce exotic and tunable quantum emitter dynamics and interactions. The discovery of topological materials has motivated recent developments to export topological concepts into photonics to make light behave in exotic ways. Here, we predict several unconventional quantum optical phenomena that occur when quantum emitters interact with a topological waveguide quantum electrodynamics bath, namely, the photonic analog of the Su-Schrieffer-Heeger model. When the emitters’ frequency lies within the topological bandgap, a chiral bound state emerges, which is located on just one side (right or left) of the emitter. In the presence of several emitters, this bound state mediates topological, tunable interactions between them, which can give rise to exotic many-body phases such as double Néel ordered states. Furthermore, when the emitters’ optical transition is resonant with the bands, we find unconventional scattering properties and different super/subradiant states depending on the band topology. Last, we propose several implementations where these phenomena can be observed with state-of-the-art technology.",Science advances,CHEM
0.735622192,29502561,MyD88 and TLR4 Expression in Epithelial Ovarian Cancer,"Objective To evaluate myeloid differentiation primary response gene 88 (MyD88) and Toll-like receptor 4 (TLR4) expression in relation to clinical features of epithelial ovarian cancer, histologic subtypes, and overall survival. Patients and Methods We conducted centralized immunohistochemical staining, semi-quantitative scoring, and survival analysis in 5263 patients participating in the Ovarian Tumor Tissue Analysis consortium. Patients were diagnosed between January 1, 1978, and December 31, 2014, including 2865 high-grade serous ovarian carcinomas (HGSOCs), with more than 12,000 person-years of follow-up time. Tissue microarrays were stained for MyD88 and TLR4, and staining intensity was classified using a 2-tiered system for each marker (weak vs strong). Results Expression of MyD88 and TLR4 was similar in all histotypes except clear cell ovarian cancer, which showed reduced expression compared with other histotypes ( P <.001 for both). In HGSOC, strong MyD88 expression was modestly associated with shortened overall survival (hazard ratio [HR], 1.13; 95% CI, 1.01–1.26; P =.04) but was also associated with advanced stage ( P <.001). The expression of TLR4 was not associated with survival. In low-grade serous ovarian cancer (LGSOC), strong expression of both MyD88 and TLR4 was associated with favorable survival (HR [95% CI], 0.49 [0.29–0.84] and 0.44 [0.21–0.89], respectively; P =.009 and P =.02, respectively). Conclusion Results are consistent with an association between strong MyD88 staining and advanced stage and poorer survival in HGSOC and demonstrate correlation between strong MyD88 and TLR4 staining and improved survival in LGSOC, highlighting the biological differences between the 2 serous histotypes.",Mayo Clinic proceedings,ONCO
0.685683136,29288257,Predictors of blood volatile organic compound levels in Gulf coast residents," To address concerns among Gulf Coast residents about ongoing exposures to volatile organic compounds, including benzene, toluene, ethylbenzene, o-xylene, and m-/p- xylene (BTEX), we characterized current blood levels and identified predictors of BTEX among Gulf state residents.  We collected questionnaire data on recent exposures and measured blood BTEX levels in a convenience sample of 718 Gulf residents. Because BTEX is rapidly cleared from the body, blood levels represent recent exposures in the past 24 hours. We compared participants’ levels of blood BTEX to a nationally representative sample. Among nonsmokers we assessed predictors of blood BTEX levels using linear regression, and predicted the risk of elevated BTEX levels using modified Poisson regression.  Blood BTEX levels in Gulf residents were similar to national levels. Among nonsmokers, sex and reporting recent smoky/chemical odors predicted blood BTEX. The change in log benzene was −0.26 (95% CI: −0.47, −0.04) and 0.72 (0.02, 1.42) for women and those who reported odors, respectively. Season, time spent away from home, and self-reported residential proximity to Superfund sites (within a half mile) were statistically associated with benzene only, however mean concentration was nearly an order of magnitude below that of cigarette smokers.  Among these Gulf residents, smoking was the primary contributor to blood BTEX levels, but other factors were also relevant. ",Journal of exposure science & environmental epidemiology,ENVIRON
0.239735536,19433514,PEP-FOLD: an online resource for  de novo  peptide structure prediction,"Rational peptide design and large-scale prediction of peptide structure from sequence remain a challenge for chemical biologists. We present PEP-FOLD, an online service, aimed at de novo modelling of 3D conformations for peptides between 9 and 25 amino acids in aqueous solution. Using a hidden Markov model-derived structural alphabet (SA) of 27 four-residue letters, PEP-FOLD first predicts the SA letter profiles from the amino acid sequence and then assembles the predicted fragments by a greedy procedure driven by a modified version of the OPEP coarse-grained force field. Starting from an amino acid sequence, PEP-FOLD performs series of 50 simulations and returns the most representative conformations identified in terms of energy and population. Using a benchmark of 25 peptides with 9–23 amino acids, and considering the reproducibility of the runs, we find that, on average, PEP-FOLD locates lowest energy conformations differing by 2.6 Å Cα root mean square deviation from the full NMR structures. PEP-FOLD can be accessed at http://bioserv.rpbs.univ-paris-diderot.fr/PEP-FOLD",Nucleic acids research,BIOCHEM
0.436766712,17365855,MINIMAL REGULATION OF PLATELET ACTIVITY BY PECAM-1,"  OBJECTIVES  PECAM-1 is a member of the superfamily of immunoglobulins (Ig) and is expressed on platelets at moderate level. PECAM-1 has been reported to have contrasting effects on platelet activation by the collagen receptor GPVI and the integrin, α IIb β 3 , even though both receptors signal through Src-kinase regulation of PLCγ2. The present study compares the role of PECAM-1 on platelet activation by these two receptors and by the lectin receptor, CLEC-2, which also signals via PLCγ2.    METHODS & RESULTS  Studies using PECAM-1 knockout-mice and cross-linking of PECAM-1 using specific antibodies demonstrated a minor inhibitory role on platelet responses to the above three receptors and also under some conditions to the G-protein agonist thrombin. The degree of inhibition was considerably less than that produced by PGI 2 , which elevates cAMP. There was no significant difference in thrombus formation on collagen in PECAM-1 −/− platelets relative to litter-matched controls.    CONCLUSIONS  The very weak inhibitory effect of PECAM-1 on platelet activation relative to that of PGI 2 indicate that the Ig-receptor is not a major regulator of platelet activation.  ",Platelets,BIOCHEM
0.505528898,26089637,Potential role of lampalizumab for treatment of geographic atrophy,"The purpose of this article is to review the pathways underlying age-related macular degeneration and potential therapeutic targets, focusing on the complement pathway and the recent MAHALO Phase II trial of the investigational drug lampalizumab. This trial was the first to have shown positive results for the treatment of geographic atrophy in age-related macular degeneration. It has potential as a future treatment, and is currently undergoing a Phase III trial.","Clinical ophthalmology (Auckland, N.Z.)",CLINIC
0.42032115,29875749,Effects of Ice-Algal Aggregate Export on the Connectivity of Bacterial Communities in the Central Arctic Ocean,"In summer 2012, Arctic sea ice declined to a record minimum and, as a consequence of the melting, large amounts of aggregated ice-algae sank to the seafloor at more than 4,000 m depth. In this study, we assessed the composition, turnover and connectivity of bacterial and microbial eukaryotic communities across Arctic habitats from sea ice, algal aggregates and surface waters to the seafloor. Eukaryotic communities were dominated by diatoms, dinoflagellates and other alveolates in all samples, and showed highest richness and diversity in sea-ice habitats (∼400–500 OTUs). Flavobacteriia and Gammaproteobacteria were the predominant bacterial classes across all investigated Arctic habitats. Bacterial community richness and diversity peaked in deep-sea samples (∼1,700 OTUs). Algal aggregate-associated bacterial communities were mainly recruited from the sea-ice community, and were transported to the seafloor with the sinking ice algae. The algal deposits at the seafloor had a unique community structure, with some shared sequences with both the original sea-ice community (22% OTU overlap), as well as with the deep-sea sediment community (17% OTU overlap). We conclude that ice-algal aggregate export does not only affect carbon export from the surface to the seafloor, but may change microbial community composition in central Arctic habitats with potential effects for benthic ecosystem functioning in the future.",Frontiers in microbiology,ECO
0.71598377,15466863,GSK-3 Phosphorylation of the Alzheimer Epitope within Collapsin Response Mediator Proteins Regulates Axon Elongation in Primary Neurons *," Elevated glycogen synthase kinase-3 (GSK-3) activity is associated with Alzheimer disease. We have found that collapsin response mediator proteins (CRMP) 2 and 4 are physiological substrates of GSK-3. The amino acids targeted by GSK-3 comprise a hyperphosphorylated epitope first identified in plaques isolated from Alzheimer brain. Expression of wild type CRMP2 in primary hippocampal neurons or SH-SY5Y neuroblastoma cells promotes axon elongation. However, a GSK-3-insensitive CRMP2 mutant has dramatically reduced ability to promote axon elongation, a similar effect to pharmacological inhibition of GSK-3. Hence, we propose that phosphorylation of CRMP proteins by GSK-3 regulates axon elongation. This work provides a direct connection between hyperphosphorylation of these residues and elevated GSK-3 activity, both of which are observed in Alzheimer brain. ",The Journal of biological chemistry,BIOCHEM
0.446801696,24882928,Anterior canal BPPV and apogeotropic posterior canal BPPV: two rare forms of vertical canalolithiasis,"SUMMARY Posterior canal benign paroxysmal positional vertigo (BPPV) is the most frequent form of BPPV. It is characterized by a paroxysmal positioning nystagmus evoked through Dix-Hallpike and Semont positioning tests. Anterior canal BPPV (AC) is more rare than posterior canal BPPV; it presents a prevalent down beating positioning nystagmus, with a torsional component clockwise for the left canal, counterclockwise for the right canal. Due to the possible lack of the torsional component, it is sometimes difficult to identify the affected ear. An apogeotropic variant of posterior BPPV (APC) has recently been described, characterised by a paroxysmal positional nystagmus in the opposite direction to the one evoked in posterior canal BPPV: the linear component is down-beating, the torsional component is clockwise for the right canal, counter-clockwise for the left canal, so that a contra-lateral anterior canal BPPV could be simulated. During a 16 month period, of 934 BPPV patients observed, the authors identified 23 (2.5%) cases of apogeotropic posterior canal BPPV and 11 (1.2%) cases of anterior canal BPPV, diagnosed using the specific oculomotor patterns described in the literature. Anterior canal BPPV was treated with the repositioning manoeuvre proposed by Yacovino, which does not require identification of the affected side, whereas apogeotropic posterior canal BPPV was treated with the Quick Liberatory Rotation manoeuvre for the typical posterior canal BPPV, since in the Dix-Hallpike position otoliths are in the same position if they come either from the ampullary arm or from the non-ampullary arm. The direct resolution of BPPV ( one step therapy ) was obtained in 12/34 patients, 8/23 patients with APC and 4/11 patients with AC; canalar conversion into typical posterior canal BPPV, later treated through Quick Liberatory Rotation ( two-step therapy ), was obtained in 19 patients,14/23 with APC and 5/11 with AC. Three patients were lost to follow-up. Considering the effects of therapeutic manoeuvres, the authors propose a grading system for diagnosis of AC and APC: ""certain"" when a canalar conversion in ipsilateral typical posterior canal BPPV is obtained; ""probable"" when APC or AC are directly resolved; ""possible"" when disease is not resolved and cerebral neuroimaging is negative for neurological diseases. Our results show that the oculomotor patterns proposed in the literature are effective in diagnosing APC and AC, and that APC is more frequent than AC. Both of these rare forms of vertical canal BPPV can be treated effectively with liberatory manoeuvres.",Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale,CLINIC
0.258422585,16896110,Effectiveness of  Haemophilus influenzae  type b conjugate vaccine introduction into routine childhood immunization in Kenya,"  Context  Haemophilus influenzae type b (Hib) conjugate vaccine is not perceived as a public health priority in Africa because data on Hib disease burden and vaccine effectiveness are scarce. Hib immunization was introduced in Kenyan infants in 2001.    Objective  to define invasive Hib disease incidence and Hib vaccine program effectiveness.    Design, Setting, Patients  culture-based surveillance for invasive Hib disease at Kilifi District Hospital from 2000 to 2005 was linked to demographic surveillance of 38,000 children aged <5 years in Kilifi District, Kenya. HIV infection and Hib vaccination status were determined for children with Hib disease admitted 2002 – 2005.    Interventions  Conjugate Hib vaccine within the routine childhood immunization program at ages 6, 10 and 14 weeks from November 2001    Main outcome measures  Incidence of culture-proven Hib invasive disease before and after vaccine introduction and vaccine program effectiveness (1-incidence rate ratio)    Results  Prior to vaccine introduction the median age of Hib cases was 8 months; case fatality was 23%. Among children aged <5 years the annual incidence of invasive Hib disease 1 year before and 1 and 3 years after vaccine introduction was 66, 47 and 7.6 per 100,000, respectively. For children <2 years, incidence was 119, 82 and 16, respectively. In 2004 – 2005 vaccine effectiveness was 88% (95% CI 73 – 96%) among children <5 years and 87% (95% CI 66 – 96%) among children <2 years. Of 53 Hib cases admitted during 2002 – 2005, 29 (55%) were age-ineligible to have received vaccine, 12 (23%) had not been vaccinated despite being eligible, and 12 (23%) had received ≥2 doses of vaccine (2 were HIV-positive).    Conclusions  In Kenya, introduction of Hib vaccine into the routine childhood immunization program reduced Hib disease incidence among children aged <5 years to 12% of its baseline level. This impact was not observed until the third year after vaccine introduction.  ",JAMA,EPIDEM
0.682083683,25045781,Comparison of magnetic resonance imaging and ultrasound (MRI-US) fusion-guided prostate biopsies obtained from axial and sagittal approaches,"  Objective  To compare cancer detection rates and concordance between magnetic resonance imaging and ultrasound (MRI-US) fusion-guided prostate biopsy cores obtained from axial and sagittal approaches.    Patients and Methods  Institutional records of MRI-US fusion-guided biopsy were reviewed. Detection rates for all cancers, Gleason ≥3 + 4 cancers, and Gleason ≥4 + 3 cancers were computed. Agreement between axial and sagittal cores for cancer detection, and frequency where one was upgraded the other was computed on a per-target and per-patient basis.    Results  In all, 893 encounters from 791 patients that underwent MRI-US fusion-guided biopsy in 2007–2013 were reviewed, yielding 4688 biopsy cores from 2344 targets for analysis. The mean age and PSA level at each encounter was 61.8 years and9.7 ng/mL (median 6.45 ng/mL). Detection rates for all cancers, ≥3 + 4 cancers, and ≥4 + 3 cancers were 25.9%, 17.2%, and 8.1% for axial cores, and 26.1%, 17.6%, and 8.6% for sagittal cores. Per-target agreement was 88.6%, 93.0%, and 96.5%, respectively. On a per-target basis, the rates at which one core upgraded or detected a cancer missed on the other were 8.3% and 8.6% for axial and sagittal cores, respectively. Even with the inclusion of systematic biopsies, omission of axial or sagittal cores would have resulted in missed detection or under-characterisation of cancer in 4.7% or 5.2% of patients, respectively.    Conclusion  Cancer detection rates, Gleason scores, and core involvement from axial and sagittal cores are similar, but significant cancer may be missed if only one core is obtained for each target. Discordance between axial and sagittal cores is greatest in intermediate-risk scenarios, where obtaining multiple cores may improve tissue characterisation.  ",BJU international,ONCO
0.271211793,25314051,Time dependence of biomarkers: non-proportional effects of immunohistochemical panels predicting relapse risk in early breast cancer,"Background: We investigated the impact of follow-up duration to determine whether two immunohistochemical prognostic panels, IHC4 and Mammostrat, provide information on the risk of early or late distant recurrence using the Edinburgh Breast Conservation Series and the Tamoxifen vs Exemestane Adjuvant Multinational (TEAM) trial. Methods: The multivariable fractional polynomial time (MFPT) algorithm was used to determine which variables had possible non-proportional effects. The performance of the scores was assessed at various lengths of follow-up and Cox regression modelling was performed over the intervals of 0–5 years and >5 years. Results: We observed a strong time dependence of both the IHC4 and Mammostrat scores, with their effects decreasing over time. In the first 5 years of follow-up only, the addition of both scores to clinical factors provided statistically significant information ( P <0.05), with increases in R 2 between 5 and 6% and increases in D-statistic between 0.16 and 0.21. Conclusions: Our analyses confirm that the IHC4 and Mammostrat scores are strong prognostic factors for time to distant recurrence but this is restricted to the first 5 years after diagnosis. This provides evidence for their combined use to predict early recurrence events in order to select those patients who may/will benefit from adjuvant chemotherapy.",British journal of cancer,ONCO
0.7410815,24874477,Elastin peptides regulate HT-1080 fibrosarcoma cell migration and invasion through an Hsp90-dependent mechanism,"Background: The elastin-derived peptides (EDPs) exert protumoural activities by potentiating the secretion of matrix metalloproteinases (MMP) and the plasminogen–plasmin activating system. In the present paper, we studied heat-shock protein 90 (Hsp90) involvement in this mechanism. Methods: HT-1080 fibrosarcoma cell migration and invasion were studied in artificial wound assay and modified Boyden chamber assay, respectively. Heat-shock protein 90 was studied by western blot and immunofluorescence. Matrix metalloproteinase–2 and urokinase plasminogen activator (uPA) were studied by gelatin±plasminogen zymography and immunofluorescence. Heat-shock protein 90 partners were studied by immunoprecipitation. Messenger RNA expression was studied using real-time PCR. Small interfering RNAs were used to confirm the essential role of Hsp90. Results: We showed that kappa-elastin and VGVAPG elastin hexapeptide stimulated Hsp90, pro-MMP-2 and uPA secretion within 6 h, whereas AGVPGLGVG and GRKRK peptides had no effect. No increase of mRNA level was observed. Heat-shock protein 90-specific inhibitors inhibit EDP-stimulated HT-1080 cell-invasive capacity and restrained EDP-stimulated pro-MMP-2 and uPA secretions. The inhibitory effect was reproduced by using Hsp90-blocking antibody or Hsp90 knockdown by siRNA. Heat-shock protein 90 interacted with and stabilised uPA and pro-MMP-2 in conditioned culture media of HT-1080 fibrosarcoma cells. Conclusions: Taken together, our results demonstrate that EDPs exert protumoural activities through an Hsp90-dependent mechanism involving pro-MMP-2 and uPA.",British journal of cancer,ONCO
0.790419667,16739047,"Cultural Capital and Self-Rated Health in Low Income Women: Evidence from the Urban Health Study, Beirut, Lebanon","  Objectives  This paper examines the association between cultural capital and self-rated psychosocial health among poor, ever-married Lebanese women living in an urban context.    Methods  Both self-rated general and mental health status were assessed using data from a cross-sectional survey of 1869 women conducted in 2003. Associations between self-rated general and mental health status and cultural capital were obtained using χ 2 tests and odds ratios from binary logistic regression models.    Results  Cultural capital had significant associations with self-perceived general and mental health status net of the effects of social capital, SES, demographics, community and health risk factors. For example, the odds ratios for poor general and mental health associated with low cultural capital were 4.5 (CI: 2.95–6.95) and 2.9 (CI: 2.09–4.05) as compared to participants with high cultural capital, respectively. As expected, health risk factors were significantly associated with both measures of health status. However, demographic and community variables were associated with general health, but not with mental health status. The findings pertaining to social capital and measures of SES were mixed.    Conclusions  Cultural capital was a powerful and significant predictor of self perceived general and mental health among women living in poor urban communities.  ",Journal of urban health : bulletin of the New York Academy of Medicine,EPIDEM
0.204890992,26365738,Carbonic anhydrase generates a pH gradient in  Bombyx mori  silk glands," Silk is a protein of interest to both biological and industrial sciences. The silkworm, Bombyx mori , forms this protein into strong threads starting from soluble silk proteins using a number of biochemical and physical cues to allow the transition from liquid to fibrous silk. A pH gradient has been measured along the gland, but the methodology employed was not able to precisely determine the pH at specific regions of interest in the silk gland. Furthermore, the physiological mechanisms responsible for the generation of this pH gradient are unknown.  In this study, concentric ion selective microelectrodes were used to determine the luminal pH of Bombyx mori silk glands. A gradient from pH 8.2 to 7.2 was measured in the posterior silk gland, with a pH 7 throughout the middle silk gland, and a gradient from pH 6.8 to 6.2 in the beginning of the anterior silk gland where silk processing into fibers occurs. The small diameter of the most anterior region of the anterior silk gland prevented microelectrode access in this region. Using a histochemical method, the presence of active carbonic anhydrase was identified in the funnel and anterior silk gland of fifth instar larvae. The observed pH gradient collapsed upon addition of the carbonic anhydrase inhibitor methazolamide, confirming an essential role for this enzyme in pH regulation in the Bombyx mori silk gland. Plastic embedding of whole silk glands allowed clear visualization of the morphology, including the identification of four distinct epithelial cell types in the gland and allowed correlations between silk gland morphology and silk stages of assembly related to the pH gradient.  Bombyx mori silk glands have four different epithelial cell types, one of which produces carbonic anhydrase. Carbonic anhydrase is necessary for the mechanism that generates an intraluminal pH gradient, which likely regulates the assembly of silk proteins and then the formation of fibers from soluble silk proteins. These new insights into native silk formation may lead to a more efficient production of artificial or regenerated silkworm silk fibers.   Graphical Abstract   ",Insect biochemistry and molecular biology,ANIMAL
0.753862815,21731602,Screening for Acute Childhood Malnutrition during the National Nutrition Week in Mali Increases Treatment Referrals,"Objective To evaluate a pilot intervention designed to integrate mid-upper arm circumference (MUAC) screening for acute malnutrition into the semi-annual Child Nutrition Week (Semaine d'Intensification des Activités de Nutrition, or “SIAN”) activities carried out in June 2008. Design A cross-sectional survey was conducted in Kolokani and Nara, two health districts in the Koulikoro region of Mali, 4–5 months after the SIAN, using a population-proportionate, multi-stage random sample of: 1) health centers, and 2) households in communities linked to each of the selected health centers. Caregivers of 1543 children who were 6–59 months of age at the time of the SIAN, 17 community-based volunteers and 45 health center staff members were interviewed. Results A total of 1278 children 6–59 months (83% of those studied) reportedly participated in SIAN. Of the participating children, 1258 received vitamin A (98% of SIAN participants; 82% of all eligible children), 945 received anti-helminth tablets (84% of participants; 71% of eligibles), and 669 were screened for acute malnutrition (52% of participants; 43% of eligibles). 186 of the children screened (27%) were reportedly identified as acutely malnourished. SIAN screening covered a significantly greater proportion of children than were examined in both community-based (22% of children) and health center-based screening activities (5% of children) combined during the 4-5 months after the SIAN (P<0.0001). In general, community volunteers and health personnel positively evaluated their experience adding MUAC screening to SIAN. Conclusion Integrating MUAC screening for acute malnutrition in SIAN permits the assessment of a large number of children for acute malnutrition, and should be continued.",PloS one,EPIDEM
0.636754602,26034576,Israeli Druze women’s sex preferences when choosing obstetricians and gynecologists,"Background Consideration and better understanding of patients’ needs on the part of the healthcare system might help increase the number of people seeking necessary medical care. Many studies have been conducted on patients’ preferences in choosing their health care provider, but the majority of them were conducted in modern western societies, establishing a need to explore other populations. The present study was performed in the Israeli Druze community which is composed of a uniquely traditional and religious population. We assessed the sex preference of Israeli Druze women regarding obstetricians/gynecologists, and identify other features that affect their choice. Method We conducted a cross-sectional study that included 196 Israeli Druze women who anonymously completed a 36-item questionnaire between January-July, 2011. Results Most (63.8%) of the responders preferred female obstetricians/gynecologists, while 74.5% had no sex preference for their family physicians. 68.6% of the religious women preferred female obstetricians/gynecologists as compared to 51.76% of those women who self-identified as secular. Most of the women (65%) preferred female obstetricians/gynecologists for intimate procedures, such as pelvic examination and pregnancy follow-up. The main reasons given were: feeling more comfortable with a female practitioner (69.7%), the belief that females are more gentle (56.6%), and being more embarrassed with male obstetricians/gynecologists (45.4%). Three factors were associated with the responders’ preferences for female obstetricians/gynecologists: their age and religious status, and the sex of their regular obstetricians/gynecologists. Women who preferred a female obstetrician/gynecologist assigned a lesser weight to the physician’s knowledge when choosing them. Older and religious women as well as those who attributed less weight to the physician’s professional knowledge were more likely to prefer a female obstetrician/gynecologist. Conclusions The majority of responders to our survey (Israeli Druze women), like those in other communities where religiousness and modesty are deeply rooted, prefer female obstetricians/gynecologists, with the overwhelming reasons given being feeling more comfortable and less embarrassed with females, and the notion that female obstetricians/gynecologists are more gentle during intimate procedures.",Israel journal of health policy research,EPIDEM
0.697883877,26280020,High and low molecular weight hyaluronic acid differentially influence macrophage activation," Macrophages exhibit phenotypic diversity permitting wide-ranging roles in maintaining physiologic homeostasis. Hyaluronic acid, a major glycosaminoglycan of the extracellular matrix, has been shown to have differential signaling based on its molecular weight. With this in mind, the main objective of this study was to elucidate the role of hyaluronic acid molecular weight on macrophage activation and reprogramming. Changes in macrophage activation were assessed by activation state selective marker measurement, specifically quantitative real time polymerase chain reaction, and cytokine enzyme-linked immunoassays, after macrophage treatment with differing molecular weights of hyaluronic acid under four conditions: the resting state, concurrent with classical activation, and following inflammation involving either classically or alternatively activated macrophages. Regardless of initial polarization state, low molecular weight hyaluronic acid induced a classically activated-like state, confirmed by up-regulation of pro-inflammatory genes, including nos2 , tnf , il12b , and cd80 , and enhanced secretion of nitric oxide and TNF-α. High molecular weight hyaluronic acid promoted an alternatively activated-like state, confirmed by up regulation of pro-resolving gene transcription, including arg1 , il10 , and mrc1 , and enhanced arginase activity. Overall, our observations suggest that macrophages undergo phenotypic changes dependent on molecular weight of hyaluronan that correspond to either (1) pro-inflammatory response for low molecular weight HA or (2) pro-resolving response for high molecular weight HA. These observations bring significant further understanding of the influence of extracellular matrix polymers, hyaluronic acid in particular, on regulating the inflammatory response of macrophages. This knowledge can be used to guide the design of HA-containing biomaterials to better utilize the natural response to HAs. ",ACS biomaterials science & engineering,ENG
0.605244015,30880836,Benthic microalgae serve as the major food resource for porcelain crabs ( Petrolisthes  spp.) in oyster reefs: gut content and pigment evidence 1, Suspension-feeding porcelain crabs ( Petrolisthes spp.) are often the most abundant decapod crustaceans in oyster reef habitat. Analysis of water column and subtidal algal biomass from three Texas estuaries suggests that planktonic food resources are insufficient for porcelain crab growth. Pigment composition of porcelain crab muscle and digestive track contents included the diatom pigment fucoxanthin and cyanobacterial pigment canthaxanthin with digestive track samples containing attached (adnate) benthic diatoms as well as benthic cyanobacteria not found in the water column. Feeding appendages on porcelain crabs include numerous cirri with serrated edges as well as fewer more brush-like longer units. Benthic food resources are in sufficient supply to support porcelain crab biomass. ,Journal of experimental marine biology and ecology,ANIMAL
0.004453949,21305538,Dysfunctional TGF-β signaling with constitutively active Notch signaling in Barrett's esophageal adenocarcinoma,"  Background  Esophageal adenocarcinoma is often considered to arise from a clonal stem like population of cells, potentially responsible for its poor prognosis. TGF-β and Notch signaling pathways play important roles in regulating self-renewal of stem cells, cell-fate determination. Both pathways are frequently implicated in gastrointestinal carcinogenesis. However, their contributions to esophageal adenocarcinoma remain unclear.    Methods  We evaluated TGF-β and Notch signaling components in normal esophagus, Barrett's esophagus and adenocarcinoma tissues and cell lines by IHC and immunoblotting; Hes-1 transcription was assayed using a Hes-1 luciferase reporter.    Results  We demonstrate loss of Smad4 (p<0.05), and β2SP (p<0.01) in 5/10 Barrett's and 17/22 adenocarcinoma tissue sections. Concomitantly, dramatically raised levels of Notch signaling components Hes1 and Jagged1 occur in adenocarcinomas tissues and cell lines, compared to normal tissues. In normal esophagus, Oct3/4 positive cells are located in the basal layer (2-3 per cluster), representing a pool of progenitor cells. We observed an expansion of this pool of Oct3/4 positive cells in esophageal adenocarcinoma (15 per cluster). Furthermore, a panel of SOXs proteins documented for stem cell markers exhibit increased expression in tumor cells indicating expansion of putative cancer stem cells. Finally, we find growth inhibition in BE3 cells with a γ-secretase inhibitor (GSIXXI), but not in SKGT-4 cells. Unlike SKGT-4 cells, BE3 cells have activated Notch signaling with disruption of TGF-β signaling.    Conclusions  Our study demonstrates a potential therapeutic value for targeted therapy in esophageal adenocarcinoma in the setting of loss of β2SP/TGF-β with concomitant constitutively active Notch signaling.  ",Cancer,ONCO
0.900503998,29075195,Falls and Fall-Prevention in Older Persons: Geriatrics Meets Spaceflight!,"This paper provides a general overview of key physiological consequences of microgravity experienced during spaceflight and of important parallels and connections to the physiology of aging. Microgravity during spaceflight influences cardiovascular function, cerebral autoregulation, musculoskeletal, and sensorimotor system performance. A great deal of research has been carried out to understand these influences and to provide countermeasures to reduce the observed negative consequences of microgravity on physiological function. Such research can inform and be informed by research related to physiological changes and the deterioration of physiological function due to aging. For example, head-down bedrest is used as a model to study effects of spaceflight deconditioning due to reduced gravity. As hospitalized older persons spend up to 80% of their time in bed, the deconditioning effects of bedrest confinement on physiological functions and parallels with spaceflight deconditioning can be exploited to understand and combat both variations of deconditioning. Deconditioning due to bed confinement in older persons can contribute to a downward spiral of increasing frailty, orthostatic intolerance, falls, and fall-related injury. As astronauts in space spend substantial amounts of time carrying out exercise training to counteract the microgravity-induced deconditioning and to counteract orthostatic intolerance on return to Earth, it is logical to suggest some of these interventions for bed-confined older persons. Synthesizing knowledge regarding deconditioning due to reduced gravitational stress in space and deconditioning during bed confinement allows for a more comprehensive approach that can incorporate aspects such as (mal-) nutrition, muscle strength and function, cardiovascular (de-) conditioning, and cardio-postural interactions. The impact of such integration can provide new insights and lead to methods of value for both space medicine and geriatrics (Geriatrics meets spaceflight!). In particular, such integration can lead to procedures that address the morbidity and the mortality associated with bedrest immobilization and in the rising health care costs associated with an aging population demographic.",Frontiers in physiology,PHYSIO
0.063090243,29312414,"Arabidopsis  Calmodulin-Like Proteins, CML15 and CML16 Possess Biochemical Properties Distinct from Calmodulin and Show Non-overlapping Tissue Expression Patterns","Calcium ions are used as ubiquitous, key second messengers in cells across eukaryotic taxa. In plants, calcium signal transduction is involved in a wide range of cellular processes from abiotic and biotic stress responses to development and growth. Calcium signals are detected by calcium sensor proteins, of which calmodulin (CaM), is the most evolutionarily conserved and well-studied. These sensors regulate downstream targets to propagate the information in signaling pathways. Plants possess a large family of calcium sensors related to CaM, termed CaM-like (CMLs), that are not found in animals and remain largely unstudied at the structural and functional level. Here, we investigated the biochemical properties and gene promoter activity of two closely related members of the Arabidopsis CML family, CML15 and CML16. Biochemical characterization of recombinant CML15 and CML16 indicated that they possess properties consistent with their predicted roles as calcium sensors. In the absence of calcium, CML15 and CML16 display greater intrinsic hydrophobicity than CaM. Both CMLs displayed calcium-dependent and magnesium-independent conformational changes that expose hydrophobic residues, but the degree of hydrophobic exposure was markedly less than that observed for CaM. Isothermal titration calorimetry indicated two and three calcium-binding sites for CML15 and CML16, respectively, with affinities expected to be within a physiological range. Both CML15 and CML16 bound calcium with high affinity in the presence of excess magnesium. Promoter-reporter analysis demonstrated that the CML16 promoter is active across a range of Arabidopsis tissues and developmental stages, whereas the CML15 promoter activity is very restricted and was observed only in floral tissues, specifically anthers and pollen. Collectively, our data indicate that these CMLs behave biochemically like calcium sensors but with properties distinct from CaM and likely have non-overlapping roles in floral development. We discuss our findings in the broader context of calcium sensors and signaling in Arabidopsis .",Frontiers in plant science,ANIMAL
